report file,violation number,biggest violation
CLK_L0_DTCTL_OD_DIV1P5,0,0.134530
CLK_L1_ADJ_DTCTL_OD_DIV1P5,0,0
CLK_L1_DTCTL_OD_DIV1P5,0,0.275344
I2C_CLK,0,241.854950
LS_CLK,0,96.312019
OSC_CLK_IN,0,0.651733
POWERON_CLK,0,0
RX0_CLK_DIV1P5_1P,0,0
RX0_CLK_DIV1P5,0,2.456081
RX0_CLK,0,1.027345
RX0_OD_CLK_DIV2,0,1.365732
RX0_OD_CLK,0,0.161428
RX1_CLK_DIV1P5_ADJ,0,0
RX1_CLK_DIV1P5,0,2.129853
RX1_CLK,0,0
RX1_OD_CLK_DIV2,0,0.389324
RX1_OD_CLK,0,1.300932
STB_CLK,0,3.789081
VS_CLK,0,96.631264
WCLK1_A_DCLK,0,8.950740
WCLK1_A_I2C,0,246.426163
async,0,0
gating,0,0.247479
setup.rpt,0,0.134530
