report file,violation number,biggest violation
CLK_L0_DTCTL_OD_DIV1P5,0,0
CLK_L1_ADJ_DTCTL_OD_DIV1P5,0,0
CLK_L1_DTCTL_OD_DIV1P5,0,0
I2C_CLK,0,241.757843
LS_CLK,0,96.289764
OSC_CLK_IN,0,5.104018
POWERON_CLK,0,0
RX0_CLK_DIV1P5_1P,0,0
RX0_CLK_DIV1P5,0,2.132149
RX0_CLK,0,0.765402
RX0_OD_CLK_DIV2,0,0.671877
RX0_OD_CLK,0,0.261297
RX1_CLK_DIV1P5_ADJ,0,0
RX1_CLK_DIV1P5,0,1.723268
RX1_CLK,0,0
RX1_OD_CLK_DIV2,0,0
RX1_OD_CLK,0,2.871286
STB_CLK,0,3.773332
VS_CLK,0,96.610870
WCLK1_A_DCLK,0,7.789737
WCLK1_A_I2C,0,246.326675
async,0,0
gating,0,0
setup.rpt,0,0.261297
